price,type,address,url,postcode,number_bedrooms,search_date
1950000.0,5 bedroom terraced house for sale,"Lydon Road, London, SW4",/property-for-sale/property-44783397.html,SW4,5,11/10/2016
1950000.0,2 bedroom terraced house for sale,"Roland Gardens, London, SW7",/property-for-sale/property-62087870.html,SW7,2,11/10/2016
1942500.0,3 bedroom flat for sale,"26, 
Chapter Street, London 
SW1P 4NY",/new-homes-for-sale/property-44795175.html,SW1P,3,11/10/2016
1895000.0,6 bedroom semi-detached house for sale,"Werter Road, London, SW15",/property-for-sale/property-62300321.html,SW15,6,11/10/2016
1875000.0,5 bedroom end of terrace house for sale,"Elm Grove, N8",/property-for-sale/property-44792115.html,N8,5,11/10/2016
1875000.0,5 bedroom detached house for sale,"Vicarage Drive, London",/property-for-sale/property-53970697.html,,5,11/10/2016
1857500.0,3 bedroom flat for sale,"26, 
Chapter Street, London 
SW1P 4NY",/new-homes-for-sale/property-44795187.html,SW1P,3,11/10/2016
1857500.0,3 bedroom flat for sale,"Chapter St, London, SW1P",/new-homes-for-sale/property-56478622.html,SW1P,3,11/10/2016
1850500.0,2 bedroom apartment for sale,"Chelsea Vista, Battersea",/new-homes-for-sale/property-62435057.html,,2,11/10/2016
1850000.0,2 bedroom apartment for sale,"Albert Terrace, Primrose Hill, London, NW1",/property-for-sale/property-56068888.html,NW1,2,11/10/2016
1850000.0,3 bedroom bungalow for sale,"Oaklands Road, Totteridge, London, N20",/property-for-sale/property-44791779.html,N20,3,11/10/2016
1850000.0,3 bedroom bungalow for sale,"Oaklands Road, Totteridge, London, N20",/new-homes-for-sale/property-62463200.html,N20,3,11/10/2016
1850000.0,2 bedroom flat for sale,"Albert Terrace, Primrose Hill, London, NW1",/property-for-sale/property-44275269.html,NW1,2,11/10/2016
1850000.0,3 bedroom flat for sale,"Iverna Court, Kensington, London",/property-for-sale/property-44794638.html,,3,11/10/2016
575000.0,2 bedroom flat for sale,"Whittington Mews, North Finchley, N12",/property-for-sale/property-44793954.html,N12,2,11/10/2016
1825000.0,2 bedroom flat for sale,"Kensington High Street, Holland Park, London, W14",/property-for-sale/property-58913921.html,W14,2,11/10/2016
1825000.0,1 bedroom flat for sale,"Centre Point, 103 New Oxford Street, London, WC1A",/new-homes-for-sale/property-56477323.html,WC1A,1,11/10/2016
1800000.0,6 bedroom semi-detached house for sale,"Burcote Road, Earlsfield, SW18",/property-for-sale/property-44150553.html,SW18,6,11/10/2016
1799950.0,4 bedroom detached house for sale,"Rowdon Avenue, Willesden, London",/property-for-sale/property-56467714.html,,4,11/10/2016
1795000.0,1 bedroom flat for sale,"Chesterfield House, South Audley Street, Mayfair, London, W1K",/property-for-sale/property-44814204.html,W1K,1,11/10/2016
1795000.0,4 bedroom terraced house for sale,"St. Alphonsus Road, SW4",/new-homes-for-sale/property-62458580.html,SW4,4,11/10/2016
1775000.0,6 bedroom detached house for sale,"Pine Grove, Wimbledon, London, SW19",/property-for-sale/property-61899884.html,SW19,6,11/10/2016
1775000.0,6 bedroom detached house for sale,"Pine Grove, Wimbledon",/property-for-sale/property-44320002.html,,6,11/10/2016
1750000.0,3 bedroom flat for sale,"Albert Bridge Road, SW11",/property-for-sale/property-56450179.html,SW11,3,11/10/2016
1750000.0,4 bedroom semi-detached house for sale,"Morton Road, Canonbury, N1",/property-for-sale/property-55382107.html,N1,4,11/10/2016
1750000.0,4 bedroom detached house for sale,"Hungerford Road, London, N7",/new-homes-for-sale/property-55144651.html,N7,4,11/10/2016
1750000.0,5 bedroom terraced house for sale,"Balham Park Road, Balham, SW12",/property-for-sale/property-54712816.html,SW12,5,11/10/2016
